"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config","type","prompt","step","max","start","on_load","data","min","labels","button_label","stimulus_duration","trial_duration","response_ends_trial","imageSelected","indexSelected","exp_type","fixationTime","faceIdentity","array_length","array_values","meanVal","description","trial","color","button_pressed","purpose"
"pavlovia","0","8","0.0-0.0","66c759ddaa2a477714a13d63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","129927","0.0-1.0","66c759ddaa2a477714a13d63","129414.79999995232","external_page.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","433650","0.0-2.0","66c759ddaa2a477714a13d63","303722.3000000715","","[{""page_index"":0,""viewing_time"":172781.60000002384},{""page_index"":1,""viewing_time"":19170.5},{""page_index"":2,""viewing_time"":107897.39999997616},{""page_index"":3,""viewing_time"":3872.5}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","3","446590","0.0-3.0","66c759ddaa2a477714a13d63","12936.799999952316","","","{""Q0"":""66c759ddaa2a477714a13d63""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","448395","0.0-4.0","66c759ddaa2a477714a13d63","1804.3999999761581","","[{""page_index"":0,""viewing_time"":1804.0999999046326}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","5","472229","0.0-5.0","66c759ddaa2a477714a13d63","23833.100000023842","","","{""Q0"":""A group of giraffes""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","538849","0.0-6.0-0.0","66c759ddaa2a477714a13d63","66618.19999992847","","","{""Q0"":""Giraffe""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","7","558879","0.0-6.1-0.1","66c759ddaa2a477714a13d63","10072.100000023842","","","{""Q0"":""but""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","8","559392","0.0-7.0","66c759ddaa2a477714a13d63","null","","","","<p style=""font-size: 48px;""> + </p>","null","fixation","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","560908","0.0-8.0","66c759ddaa2a477714a13d63","null","","","","<span class='grid'><div class='red' style='background-position:1600% 0%;margin-top:45px'></div> <div> </div> <div class='red' style='background-position:1100% 0%;margin-top:22px'></div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> </div> <div class='red' style='background-position:700% 0%;margin-top:30px'></div> <div> </div> <div> </div></span>","null","stimulus","","","","","","","","","","","","","","","","","","","","","","","","","","",""
