"trial_type","trial_index","time_elapsed","internal_node_id","participant_id","rt","url","view_history","responses","stimulus","key_press","Name","config","type","prompt","step","max","start","on_load","data","min","labels","button_label","stimulus_duration","trial_duration","response_ends_trial","imageSelected","indexSelected","exp_type","fixationTime","faceIdentity","array_length","array_values","meanVal","description","trial","color","button_pressed","purpose"
"pavlovia","0","5","0.0-0.0","67eade9122bddfb4cd165d09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","70629","0.0-1.0","67eade9122bddfb4cd165d09","70190.69999999925","external_page.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","2","171572","0.0-2.0","67eade9122bddfb4cd165d09","100942.70000000112","","[{""page_index"":0,""viewing_time"":22382.900000000373},{""page_index"":1,""viewing_time"":42528.699999999255},{""page_index"":2,""viewing_time"":27606.300000000745},{""page_index"":3,""viewing_time"":8424.5}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","3","177340","0.0-3.0","67eade9122bddfb4cd165d09","5764.799999998882","","","{""Q0"":""67eade9122bddfb4cd165d09""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","181868","0.0-4.0","67eade9122bddfb4cd165d09","4527.200000001118","","[{""page_index"":0,""viewing_time"":4527}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","5","204068","0.0-5.0","67eade9122bddfb4cd165d09","22197.700000001118","","","{""Q0"":""a game reserve""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","228356","0.0-6.0-0.0","67eade9122bddfb4cd165d09","24286.800000000745","","","{""Q0"":""A GAME RESERVE""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","7","271372","0.0-6.1-0.1","67eade9122bddfb4cd165d09","23389.300000000745","","","{""Q0"":""Game reserve""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","8","299829","0.0-6.2-0.2","67eade9122bddfb4cd165d09","26727.89999999851","","","{""Q0"":""reseve""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","9","363578","0.0-6.3-0.3","67eade9122bddfb4cd165d09","30460.099999999627","","","{""Q0"":""A game reserve""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","10","377453","0.0-6.4-0.4","67eade9122bddfb4cd165d09","8576.099999999627","","","{""Q0"":""but""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
